13.691242	0.099565	0.195122	0.288691	0.381936	0.476116	0.572078	0.670316	0.771066	0.874371	0.980145	1.088222	1.198402	1.310515	1.424480	1.540335	1.658032	1.777395	1.898168	2.020037	2.142577	2.265201	2.387320	2.508417	2.628120	2.746307	2.863194	2.979406	3.096047	3.214668	3.336747	3.463730	3.597098	3.738318	3.888115	4.045685	4.209828	4.379179	4.552301	4.727995	4.905307	5.083369	5.261429	5.438821	5.614693	5.788244	5.958884	6.126322	6.291113	6.454743	6.618595	6.783830	6.951338	7.121304	7.293433	7.467357	7.642680	7.819044	7.996246	8.174159	8.352711	8.531910	8.711888	8.892796	9.074695	9.257565	9.441328	9.625814	9.810722	9.995659	10.180157	10.363690	10.545683	10.725583	10.902899	11.077229	11.248386	11.416402	11.581350	11.743348	11.902586	12.059341	12.213759	12.365793	12.515219	12.661679	12.804740	12.943925	13.078730	13.208648	13.333210	13.452015	13.564764	13.671324
13.591676	13.691242	0.095557	0.189125	0.282371	0.376550	0.472513	0.570751	0.671500	0.774806	0.880580	0.988657	1.098837	1.210950	1.324915	1.440769	1.558467	1.677830	1.798603	1.920472	2.043011	2.165636	2.287754	2.408852	2.528555	2.646741	2.763629	2.879840	2.996482	3.115103	3.237182	3.364165	3.497532	3.638753	3.788549	3.946120	4.110263	4.279613	4.452735	4.628430	4.805742	4.983803	5.161863	5.339255	5.515128	5.688679	5.859319	6.026757	6.191548	6.355178	6.519030	6.684264	6.851773	7.021739	7.193868	7.367792	7.543115	7.719478	7.896681	8.074594	8.253145	8.432345	8.612323	8.793231	8.975129	9.157999	9.341763	9.526248	9.711157	9.896094	10.080592	10.264125	10.446117	10.626017	10.803333	10.977663	11.148820	11.316836	11.481785	11.643783	11.803021	11.959775	12.114194	12.266227	12.415654	12.562113	12.705174	12.844360	12.979164	13.109082	13.233644	13.352449	13.465199	13.571759
13.496120	13.595685	13.691242	0.093569	0.186814	0.280994	0.376956	0.475194	0.575943	0.679249	0.785023	0.893100	1.003280	1.115393	1.229358	1.345213	1.462910	1.582273	1.703046	1.824915	1.947455	2.070079	2.192197	2.313295	2.432998	2.551184	2.668072	2.784283	2.900925	3.019546	3.141625	3.268608	3.401976	3.543196	3.692992	3.850563	4.014706	4.184056	4.357179	4.532873	4.710185	4.888246	5.066307	5.243699	5.419571	5.593122	5.763762	5.931200	6.095991	6.259621	6.423473	6.588708	6.756216	6.926182	7.098311	7.272235	7.447558	7.623922	7.801124	7.979037	8.157588	8.336788	8.516766	8.697674	8.879573	9.062442	9.246206	9.430691	9.615600	9.800537	9.985035	10.168568	10.350560	10.530461	10.707776	10.882106	11.053264	11.221280	11.386228	11.548226	11.707464	11.864218	12.018637	12.170671	12.320097	12.466556	12.609618	12.748803	12.883608	13.013526	13.138088	13.256893	13.369642	13.476202
13.402551	13.502116	13.597673	13.691242	0.093245	0.187425	0.283388	0.381626	0.482375	0.585680	0.691455	0.799531	0.909711	1.021824	1.135789	1.251644	1.369342	1.488705	1.609478	1.731346	1.853886	1.976510	2.098629	2.219726	2.339429	2.457616	2.574504	2.690715	2.807356	2.925977	3.048056	3.175039	3.308407	3.449627	3.599424	3.756995	3.921137	4.090488	4.263610	4.439304	4.616616	4.794678	4.972738	5.150130	5.326003	5.499554	5.670194	5.837631	6.002423	6.166053	6.329905	6.495139	6.662647	6.832614	7.004742	7.178666	7.353990	7.530353	7.707556	7.885469	8.064020	8.243219	8.423197	8.604106	8.786004	8.968874	9.152637	9.337123	9.522032	9.706969	9.891467	10.074999	10.256992	10.436892	10.614208	10.788538	10.959695	11.127711	11.292659	11.454658	11.613896	11.770650	11.925068	12.077102	12.226528	12.372988	12.516049	12.655234	12.790039	12.919957	13.044519	13.163324	13.276073	13.382633
13.309306	13.408871	13.504428	13.597996	13.691242	0.094180	0.190142	0.288380	0.389129	0.492435	0.598209	0.706286	0.816466	0.928579	1.042544	1.158399	1.276096	1.395459	1.516232	1.638101	1.760641	1.883265	2.005384	2.126481	2.246184	2.364371	2.481258	2.597469	2.714111	2.832732	2.954811	3.081794	3.215162	3.356382	3.506178	3.663749	3.827892	3.997243	4.170365	4.346059	4.523371	4.701432	4.879493	5.056885	5.232757	5.406308	5.576948	5.744386	5.909177	6.072807	6.236659	6.401894	6.569402	6.739368	6.911497	7.085421	7.260744	7.437108	7.614310	7.792223	7.970775	8.149974	8.329952	8.510860	8.692759	8.875628	9.059392	9.243878	9.428786	9.613723	9.798221	9.981754	10.163746	10.343647	10.520963	10.695293	10.866450	11.034466	11.199414	11.361412	11.520650	11.677404	11.831823	11.983857	12.133283	12.279743	12.422804	12.561989	12.696794	12.826712	12.951274	13.070079	13.182828	13.289388
13.215126	13.314691	13.410248	13.503817	13.597062	13.691242	0.095963	0.194201	0.294950	0.398255	0.504030	0.612106	0.722286	0.834399	0.948364	1.064219	1.181917	1.301280	1.422053	1.543921	1.666461	1.789085	1.911204	2.032301	2.152004	2.270191	2.387079	2.503290	2.619932	2.738552	2.860631	2.987614	3.120982	3.262202	3.411999	3.569570	3.733712	3.903063	4.076185	4.251880	4.429192	4.607253	4.785313	4.962705	5.138578	5.312129	5.482769	5.650206	5.814998	5.978628	6.142480	6.307714	6.475222	6.645189	6.817318	6.991241	7.166565	7.342928	7.520131	7.698044	7.876595	8.055794	8.235772	8.416681	8.598579	8.781449	8.965212	9.149698	9.334607	9.519544	9.704042	9.887574	10.069567	10.249467	10.426783	10.601113	10.772270	10.940286	11.105235	11.267233	11.426471	11.583225	11.737643	11.889677	12.039103	12.185563	12.328624	12.467809	12.602614	12.732532	12.857094	12.975899	13.088649	13.195208
13.119163	13.218729	13.314285	13.407854	13.501099	13.595279	13.691242	0.098238	0.198987	0.302293	0.408067	0.516144	0.626324	0.738436	0.852402	0.968256	1.085954	1.205317	1.326090	1.447959	1.570498	1.693122	1.815241	1.936339	2.056042	2.174228	2.291116	2.407327	2.523969	2.642590	2.764669	2.891652	3.025019	3.166240	3.316036	3.473607	3.637750	3.807100	3.980222	4.155917	4.333229	4.511290	4.689350	4.866742	5.042615	5.216166	5.386806	5.554244	5.719035	5.882665	6.046517	6.211751	6.379260	6.549226	6.721355	6.895279	7.070602	7.246965	7.424168	7.602081	7.780632	7.959831	8.139810	8.320718	8.502616	8.685486	8.869250	9.053735	9.238644	9.423581	9.608079	9.791612	9.973604	10.153504	10.330820	10.505150	10.676307	10.844323	11.009272	11.171270	11.330508	11.487262	11.641681	11.793714	11.943141	12.089600	12.232661	12.371847	12.506651	12.636569	12.761131	12.879936	12.992686	13.099246
13.020925	13.120491	13.216047	13.309616	13.402861	13.497041	13.593004	13.691242	0.100749	0.204055	0.309829	0.417906	0.528086	0.640198	0.754164	0.870018	0.987716	1.107079	1.227852	1.349720	1.472260	1.594884	1.717003	1.838101	1.957804	2.075990	2.192878	2.309089	2.425731	2.544352	2.666431	2.793414	2.926781	3.068002	3.217798	3.375369	3.539512	3.708862	3.881984	4.057679	4.234991	4.413052	4.591112	4.768504	4.944377	5.117928	5.288568	5.456006	5.620797	5.784427	5.948279	6.113513	6.281022	6.450988	6.623117	6.797041	6.972364	7.148727	7.325930	7.503843	7.682394	7.861593	8.041572	8.222480	8.404378	8.587248	8.771011	8.955497	9.140406	9.325343	9.509841	9.693374	9.875366	10.055266	10.232582	10.406912	10.578069	10.746085	10.911034	11.073032	11.232270	11.389024	11.543443	11.695476	11.844903	11.991362	12.134423	12.273609	12.408413	12.538331	12.662893	12.781698	12.894448	13.001007
12.920176	13.019742	13.115298	13.208867	13.302112	13.396292	13.492255	13.590493	13.691242	0.103305	0.209080	0.317157	0.427337	0.539449	0.653415	0.769269	0.886967	1.006330	1.127103	1.248971	1.371511	1.494135	1.616254	1.737352	1.857054	1.975241	2.092129	2.208340	2.324982	2.443603	2.565682	2.692665	2.826032	2.967252	3.117049	3.274620	3.438763	3.608113	3.781235	3.956930	4.134242	4.312303	4.490363	4.667755	4.843628	5.017179	5.187819	5.355256	5.520048	5.683678	5.847530	6.012764	6.180273	6.350239	6.522368	6.696291	6.871615	7.047978	7.225181	7.403094	7.581645	7.760844	7.940823	8.121731	8.303629	8.486499	8.670262	8.854748	9.039657	9.224594	9.409092	9.592625	9.774617	9.954517	10.131833	10.306163	10.477320	10.645336	10.810285	10.972283	11.131521	11.288275	11.442694	11.594727	11.744154	11.890613	12.033674	12.172860	12.307664	12.437582	12.562144	12.680949	12.793699	12.900258
12.816871	12.916436	13.011993	13.105562	13.198807	13.292986	13.388949	13.487187	13.587936	13.691242	0.105774	0.213851	0.324031	0.436144	0.550109	0.665964	0.783661	0.903025	1.023798	1.145666	1.268206	1.390830	1.512949	1.634046	1.753749	1.871936	1.988823	2.105035	2.221676	2.340297	2.462376	2.589359	2.722727	2.863947	3.013744	3.171314	3.335457	3.504808	3.677930	3.853624	4.030936	4.208998	4.387058	4.564450	4.740322	4.913873	5.084513	5.251951	5.416742	5.580373	5.744224	5.909459	6.076967	6.246934	6.419062	6.592986	6.768309	6.944673	7.121875	7.299788	7.478340	7.657539	7.837517	8.018426	8.200324	8.383194	8.566957	8.751443	8.936352	9.121289	9.305786	9.489319	9.671312	9.851212	10.028528	10.202858	10.374015	10.542031	10.706979	10.868977	11.028215	11.184970	11.339388	11.491422	11.640848	11.787308	11.930369	12.069554	12.204359	12.334277	12.458839	12.577644	12.690393	12.796953
