17.2993	0.25262	0.50735	0.76228	1.0165	1.2701	1.5243	1.779	2.0334	2.2875	2.5416	2.7958	3.0501	3.3047	3.5603	3.8167	4.0735	4.3296	4.5842	4.8377	5.092	5.3467	5.6007	5.8546	6.1096	6.3652	6.6202	6.8737	7.1263	7.3797	7.6343	7.8892	8.1434	8.3969	8.6501	8.9039	9.158	9.4125	9.6669	9.9206	10.1741	10.4286	10.6839	10.9379	11.1907	11.4446	11.7005	11.9571	12.2136	12.4697	12.7252	12.9802	13.2348	13.4889	13.7428	13.9971	14.2515	14.5055	14.7596	15.0146	15.2693	15.5228	15.7762	16.0306	16.2847	16.5381	16.7911	17.0445	17.2993	
17.0467	17.2993	0.25473	0.50967	0.76384	1.0175	1.2717	1.5264	1.7808	2.0348	2.289	2.5432	2.7975	3.0521	3.3077	3.5641	3.8208	4.077	4.3316	4.5851	4.8393	5.0941	5.3481	5.602	5.857	6.1126	6.3675	6.6211	6.8737	7.1271	7.3817	7.6366	7.8908	8.1443	8.3975	8.6513	8.9054	9.1599	9.4143	9.668	9.9215	10.176	10.4312	10.6853	10.938	11.192	11.4479	11.7045	11.961	12.2171	12.4726	12.7276	12.9822	13.2363	13.4902	13.7445	13.9989	14.2528	14.507	14.762	15.0167	15.2702	15.5236	15.778	16.032	16.2855	16.5385	16.7919	17.0467	
16.792	17.0446	17.2993	0.25493	0.50911	0.76278	1.017	1.2716	1.526	1.7801	2.0342	2.2885	2.5427	2.7974	3.0529	3.3094	3.5661	3.8222	4.0768	4.3303	4.5846	4.8394	5.0934	5.3473	5.6023	5.8579	6.1128	6.3664	6.6189	6.8723	7.1269	7.3818	7.6361	7.8896	8.1428	8.3965	8.6507	8.9051	9.1596	9.4133	9.6668	9.9213	10.1765	10.4306	10.6833	10.9373	11.1932	11.4498	11.7063	11.9624	12.2178	12.4728	12.7274	12.9815	13.2354	13.4897	13.7441	13.9981	14.2523	14.5072	14.7619	15.0154	15.2689	15.5233	15.7773	16.0307	16.2838	16.5371	16.792	
16.537	16.7896	17.0444	17.2993	0.25417	0.50784	0.76204	1.0167	1.2711	1.5252	1.7793	2.0335	2.2878	2.5425	2.798	3.0544	3.3112	3.5673	3.8219	4.0754	4.3297	4.5845	4.8384	5.0924	5.3474	5.603	5.8579	6.1114	6.364	6.6174	6.872	7.1269	7.3811	7.6346	7.8878	8.1416	8.3957	8.6502	8.9046	9.1584	9.4118	9.6663	9.9216	10.1756	10.4284	10.6824	10.9383	11.1948	11.4513	11.7074	11.9629	12.2179	12.4725	12.7266	12.9805	13.2348	13.4892	13.7432	13.9973	14.2523	14.507	14.7605	15.014	15.2683	15.5224	15.7758	16.0289	16.2822	16.537	
16.2829	16.5355	16.7902	17.0451	17.2993	0.25367	0.50786	0.76253	1.0169	1.271	1.5251	1.7794	2.0336	2.2883	2.5438	2.8003	3.057	3.3131	3.5677	3.8212	4.0755	4.3303	4.5843	4.8382	5.0932	5.3488	5.6037	5.8573	6.1098	6.3632	6.6178	6.8727	7.1269	7.3805	7.6337	7.8874	8.1416	8.396	8.6505	8.9042	9.1577	9.4122	9.6674	9.9215	10.1742	10.4282	10.6841	10.9407	11.1972	11.4532	11.7087	11.9637	12.2183	12.4724	12.7263	12.9806	13.235	13.489	13.7431	13.9981	14.2528	14.5063	14.7598	15.0142	15.2682	15.5216	15.7747	16.028	16.2829	
16.0292	16.2818	16.5365	16.7915	17.0456	17.2993	0.25419	0.50886	0.76325	1.0173	1.2714	1.5257	1.78	2.0346	2.2902	2.5466	2.8033	3.0595	3.3141	3.5676	3.8218	4.0766	4.3306	4.5845	4.8395	5.0951	5.35	5.6036	5.8562	6.1095	6.3642	6.619	6.8733	7.1268	7.38	7.6338	7.8879	8.1424	8.3968	8.6505	8.904	9.1585	9.4137	9.6678	9.9205	10.1745	10.4304	10.687	10.9435	11.1996	11.4551	11.71	11.9647	12.2188	12.4727	12.727	12.9814	13.2353	13.4895	13.7445	13.9992	14.2527	14.5061	14.7605	15.0145	15.268	15.521	15.7744	16.0292	
15.775	16.0276	16.2823	16.5373	16.7914	17.0451	17.2993	0.25467	0.50905	0.76313	1.0173	1.2715	1.5258	1.7804	2.036	2.2924	2.5491	2.8053	3.0599	3.3134	3.5676	3.8224	4.0764	4.3303	4.5853	4.8409	5.0958	5.3494	5.602	5.8554	6.11	6.3649	6.6191	6.8726	7.1258	7.3796	7.6337	7.8882	8.1426	8.3963	8.6498	8.9043	9.1595	9.4136	9.6663	9.9203	10.1762	10.4328	10.6893	10.9454	11.2009	11.4559	11.7105	11.9646	12.2185	12.4728	12.7272	12.9811	13.2353	13.4903	13.745	13.9985	14.2519	14.5063	14.7603	15.0138	15.2668	15.5202	15.775	
15.5203	15.7729	16.0277	16.2826	16.5368	16.7905	17.0446	17.2993	0.25439	0.50846	0.76259	1.0168	1.2711	1.5258	1.7813	2.0377	2.2945	2.5506	2.8052	3.0587	3.313	3.5678	3.8217	4.0757	4.3307	4.5863	4.8412	5.0947	5.3473	5.6007	5.8553	6.1102	6.3644	6.6179	6.8711	7.1249	7.379	7.6335	7.8879	8.1417	8.3951	8.6496	8.9049	9.1589	9.4117	9.6656	9.9216	10.1781	10.4346	10.6907	10.9462	11.2012	11.4558	11.7099	11.9638	12.2181	12.4725	12.7265	12.9806	13.2356	13.4903	13.7438	13.9973	14.2516	14.5057	14.7591	15.0122	15.2655	15.5203	
15.2659	15.5186	15.7733	16.0282	16.2824	16.5361	16.7903	17.0449	17.2993	0.25408	0.5082	0.76244	1.0167	1.2714	1.5269	1.7833	2.0401	2.2962	2.5508	2.8043	3.0586	3.3134	3.5674	3.8213	4.0763	4.3319	4.5868	4.8403	5.0929	5.3463	5.6009	5.8558	6.11	6.3636	6.6167	6.8705	7.1247	7.3791	7.6336	7.8873	8.1407	8.3952	8.6505	8.9045	9.1573	9.4113	9.6672	9.9238	10.1803	10.4363	10.6918	10.9468	11.2014	11.4555	11.7094	11.9637	12.2181	12.4721	12.7262	12.9812	13.2359	13.4894	13.7429	13.9972	14.2513	14.5047	14.7578	15.0111	15.2659	
15.0119	15.2645	15.5192	15.7741	16.0283	16.282	16.5362	16.7908	17.0452	17.2993	0.25412	0.50836	0.76264	1.0173	1.2728	1.5293	1.786	2.0421	2.2967	2.5502	2.8045	3.0593	3.3133	3.5672	3.8222	4.0778	4.3327	4.5863	4.8388	5.0922	5.3468	5.6017	5.8559	6.1095	6.3627	6.6164	6.8706	7.125	7.3795	7.6332	7.8867	8.1412	8.3964	8.6505	8.9032	9.1572	9.4131	9.6697	9.9262	10.1823	10.4377	10.6927	10.9473	11.2014	11.4553	11.7096	11.964	12.218	12.4721	12.7271	12.9818	13.2353	13.4888	13.7432	13.9972	14.2506	14.5037	14.757	15.0119	
