15.0258	0.25377	0.50836	0.7628	1.0168	1.2709	1.5252	1.7798	2.0341	2.2889	2.5436	2.7976	3.0524	3.3092	3.5674	3.8251	4.0789	4.3306	4.586	4.8426	5.0963	5.3485	5.6034	5.8579	6.1108	6.3643	6.6216	6.8822	7.1404	7.3933	7.6437	7.8979	8.1539	8.4106	8.6633	8.9132	9.1697	9.4275	9.6798	9.9305	10.1873	10.4473	10.7059	10.9607	11.2123	11.4645	11.7201	11.9775	12.2311	12.4825	12.7382	12.9945	13.2481	13.501	13.7556	14.0101	14.264	14.5179	14.7719	15.0258	
14.772	15.0258	0.25459	0.50903	0.76304	1.0171	1.2715	1.526	1.7804	2.0351	2.2898	2.5438	2.7987	3.0555	3.3137	3.5713	3.8251	4.0768	4.3322	4.5889	4.8425	5.0947	5.3496	5.6042	5.857	6.1106	6.3678	6.6284	6.8866	7.1395	7.3899	7.6442	7.9001	8.1569	8.4095	8.6595	8.916	9.1737	9.426	9.6768	9.9335	10.1936	10.4521	10.707	10.9586	11.2107	11.4664	11.7237	11.9774	12.2287	12.4844	12.7407	12.9943	13.2472	13.5019	13.7564	14.0102	14.2642	14.5181	14.772	
14.5174	14.7712	15.0258	0.25444	0.50845	0.7625	1.0169	1.2714	1.5258	1.7805	2.0352	2.2892	2.5441	2.8009	3.0591	3.3167	3.5705	3.8223	4.0776	4.3343	4.5879	4.8401	5.0951	5.3496	5.6024	5.856	6.1132	6.3738	6.632	6.8849	7.1353	7.3896	7.6456	7.9023	8.1549	8.4049	8.6614	8.9191	9.1714	9.4222	9.679	9.939	10.1975	10.4524	10.704	10.9561	11.2118	11.4691	11.7228	11.9741	12.2298	12.4861	12.7397	12.9927	13.2473	13.5018	13.7556	14.0096	14.2635	14.5174	
14.263	14.5167	14.7713	15.0258	0.25401	0.50807	0.76244	1.017	1.2713	1.5261	1.7808	2.0348	2.2896	2.5464	2.8046	3.0623	3.3161	3.5678	3.8232	4.0798	4.3335	4.5857	4.8406	5.0951	5.348	5.6015	5.8588	6.1194	6.3776	6.6305	6.8809	7.1351	7.3911	7.6478	7.9005	8.1504	8.4069	8.6647	8.917	9.1677	9.4245	9.6845	9.9431	10.1979	10.4495	10.7017	10.9573	11.2147	11.4683	11.7197	11.9754	12.2317	12.4853	12.7382	12.9928	13.2473	13.5012	13.7551	14.0091	14.263	
14.009	14.2627	14.5173	14.7718	15.0258	0.25406	0.50843	0.76299	1.0173	1.2721	1.5268	1.7808	2.0356	2.2924	2.5506	2.8083	3.0621	3.3138	3.5692	3.8258	4.0795	4.3317	4.5866	4.8411	5.094	5.3475	5.6048	5.8654	6.1236	6.3765	6.6269	6.8811	7.1371	7.3938	7.6465	7.8964	8.1529	8.4107	8.663	8.9137	9.1705	9.4305	9.6891	9.9439	10.1955	10.4477	10.7033	10.9607	11.2143	11.4657	11.7214	11.9777	12.2313	12.4842	12.7388	12.9933	13.2472	13.5011	13.7551	14.009	
13.7549	14.0087	14.2633	14.5177	14.7717	15.0258	0.25437	0.50893	0.76328	1.018	1.2727	1.5267	1.7816	2.0384	2.2966	2.5542	2.808	3.0598	3.3151	3.5718	3.8254	4.0776	4.3326	4.5871	4.8399	5.0935	5.3507	5.6113	5.8695	6.1224	6.3728	6.6271	6.8831	7.1398	7.3924	7.6424	7.8989	8.1566	8.4089	8.6597	8.9165	9.1765	9.435	9.6899	9.9415	10.1936	10.4493	10.7066	10.9603	11.2116	11.4673	11.7236	11.9772	12.2301	12.4848	12.7393	12.9931	13.2471	13.501	13.7549	
13.5005	13.7543	14.0089	14.2633	14.5173	14.7714	15.0258	0.25456	0.50891	0.76365	1.0184	1.2723	1.5272	1.784	2.0422	2.2998	2.5537	2.8054	3.0607	3.3174	3.5711	3.8232	4.0782	4.3327	4.5855	4.8391	5.0964	5.357	5.6151	5.868	6.1185	6.3727	6.6287	6.8854	7.1381	7.388	7.6445	7.9022	8.1546	8.4053	8.6621	8.9221	9.1806	9.4355	9.6871	9.9392	10.1949	10.4522	10.7059	10.9573	11.2129	11.4692	11.7228	11.9758	12.2304	12.4849	12.7387	12.9927	13.2466	13.5005	
13.246	13.4997	13.7543	14.0088	14.2628	14.5168	14.7712	15.0258	0.25435	0.5091	0.7638	1.0178	1.2727	1.5295	1.7876	2.0453	2.2991	2.5508	2.8062	3.0628	3.3165	3.5687	3.8236	4.0781	4.331	4.5846	4.8418	5.1024	5.3606	5.6135	5.8639	6.1181	6.3741	6.6308	6.8835	7.1334	7.39	7.6477	7.9	8.1508	8.4075	8.6675	8.9261	9.1809	9.4325	9.6847	9.9403	10.1977	10.4513	10.7027	10.9584	11.2147	11.4683	11.7212	11.9758	12.2303	12.4842	12.7381	12.9921	13.246	
12.9916	13.2454	13.5	13.7544	14.0084	14.2625	14.5169	14.7714	15.0258	0.25475	0.50945	0.76343	1.0183	1.2751	1.5333	1.7909	2.0448	2.2965	2.5518	2.8085	3.0622	3.3143	3.5693	3.8238	4.0766	4.3302	4.5875	4.848	5.1062	5.3591	5.6095	5.8638	6.1198	6.3765	6.6292	6.8791	7.1356	7.3933	7.6457	7.8964	8.1532	8.4132	8.6717	8.9266	9.1782	9.4303	9.686	9.9433	10.197	10.4484	10.704	10.9603	11.2139	11.4669	11.7215	11.976	12.2298	12.4838	12.7377	12.9916	
12.7369	12.9907	13.2452	13.4997	13.7537	14.0077	14.2621	14.5167	14.771	15.0258	0.25471	0.50869	0.76355	1.0204	1.2785	1.5362	1.79	2.0417	2.2971	2.5537	2.8074	3.0596	3.3145	3.569	3.8219	4.0755	4.3327	4.5933	4.8515	5.1044	5.3548	5.609	5.865	6.1217	6.3744	6.6244	6.8809	7.1386	7.3909	7.6417	7.8984	8.1584	8.417	8.6718	8.9234	9.1756	9.4312	9.6886	9.9422	10.1936	10.4493	10.7056	10.9592	11.2121	11.4667	11.7212	11.9751	12.2291	12.483	12.7369	
