17.389519	0.100626	0.200367	0.299403	0.397923	0.496119	0.594191	0.692335	0.790753	0.889591	0.988947	1.088943	1.189722	1.291450	1.394318	1.498536	1.604209	1.711150	1.819180	1.928176	2.038087	2.148936	2.260830	2.373942	2.488332	2.603904	2.720472	2.837766	2.955452	3.073140	3.190406	3.307041	3.423061	3.538495	3.653380	3.767755	3.881669	3.995176	4.108301	4.221020	4.333360	4.445422	4.557386	4.669518	4.782175	4.895754	5.010385	5.125999	5.242436	5.359465	5.476788	5.594060	5.710904	5.827107	5.942597	6.057285	6.171054	6.283770	6.395280	6.505416	6.614121	6.721575	6.827971	6.933482	7.038262	7.142448	7.246159	7.349506	7.452646	7.555748	7.658973	7.762475	7.866404	7.970902	8.076113	8.182304	8.289849	8.399126	8.510519	8.624410	8.741190	8.861239	8.984609	9.110763	9.239194	9.369521	9.501517	9.635154	9.770622	9.908263	10.048044	10.189683	10.332796	10.476920	10.621530	10.766067	10.909986	11.053270	11.196228	11.339098	11.482042	11.625151	11.768450	11.911907	12.055219	12.197809	12.339345	12.479877	12.619943	12.760664	12.903811	13.051529	13.204841	13.363764	13.527724	13.695718	13.866432	14.038329	14.209732	14.379140	14.545235	14.706727	14.862363	15.010949	15.151378	15.282691	15.404954	15.519559	15.627860	15.731033	15.830052	15.925699	16.018581	16.109232	16.198346	16.286658	16.374884	16.463737	16.553917	16.646130	16.741011	16.838453	16.937890	17.038745	17.140454	17.242464	17.344243
17.288893	17.389519	0.099741	0.198776	0.297297	0.395493	0.493564	0.591708	0.690127	0.788965	0.888320	0.988317	1.089096	1.190824	1.293692	1.397910	1.503583	1.610524	1.718553	1.827550	1.937461	2.048310	2.160203	2.273316	2.387705	2.503278	2.619846	2.737139	2.854825	2.972514	3.089780	3.206415	3.322435	3.437869	3.552754	3.667129	3.781043	3.894549	4.007675	4.120393	4.232734	4.344796	4.456760	4.568892	4.681548	4.795128	4.909759	5.025372	5.141810	5.258839	5.376161	5.493433	5.610277	5.726481	5.841971	5.956658	6.070427	6.183143	6.294653	6.404790	6.513495	6.620949	6.727345	6.832855	6.937635	7.041822	7.145533	7.248880	7.352020	7.455121	7.558346	7.661849	7.765778	7.870276	7.975487	8.081678	8.189223	8.298500	8.409892	8.523784	8.640564	8.760613	8.883983	9.010137	9.138568	9.268894	9.400891	9.534528	9.669996	9.807636	9.947417	10.089056	10.232170	10.376293	10.520904	10.665441	10.809360	10.952643	11.095601	11.238472	11.381415	11.524525	11.667824	11.811281	11.954592	12.097183	12.238719	12.379251	12.519317	12.660037	12.803184	12.950902	13.104215	13.263137	13.427097	13.595091	13.765805	13.937703	14.109106	14.278513	14.444609	14.606101	14.761736	14.910322	15.050752	15.182064	15.304327	15.418932	15.527234	15.630407	15.729426	15.825073	15.917955	16.008605	16.097720	16.186032	16.274258	16.363111	16.453291	16.545503	16.640385	16.737827	16.837264	16.938119	17.039828	17.141838	17.243616
17.189152	17.289779	17.389519	0.099036	0.197556	0.295752	0.393824	0.491967	0.590386	0.689224	0.788580	0.888576	0.989355	1.091083	1.193951	1.298169	1.403842	1.510783	1.618813	1.727809	1.837720	1.948569	2.060463	2.173575	2.287964	2.403537	2.520105	2.637399	2.755085	2.872773	2.990039	3.106674	3.222694	3.338128	3.453013	3.567388	3.681302	3.794808	3.907934	4.020653	4.132993	4.245055	4.357019	4.469151	4.581807	4.695387	4.810018	4.925632	5.042069	5.159098	5.276421	5.393693	5.510537	5.626740	5.742230	5.856918	5.970687	6.083403	6.194913	6.305049	6.413754	6.521208	6.627604	6.733114	6.837895	6.942081	7.045792	7.149139	7.252279	7.355380	7.458605	7.562108	7.666037	7.770535	7.875746	7.981937	8.089482	8.198759	8.310151	8.424043	8.540823	8.660872	8.784242	8.910396	9.038827	9.169153	9.301150	9.434787	9.570255	9.707896	9.847676	9.989316	10.132429	10.276553	10.421163	10.565700	10.709619	10.852903	10.995860	11.138731	11.281675	11.424784	11.568083	11.711540	11.854851	11.997442	12.138978	12.279510	12.419576	12.560296	12.703443	12.851162	13.004474	13.163397	13.327356	13.495351	13.666064	13.837962	14.009365	14.178773	14.344868	14.506360	14.661996	14.810582	14.951011	15.082323	15.204587	15.319192	15.427493	15.530666	15.629685	15.725332	15.818214	15.908865	15.997979	16.086291	16.174517	16.263370	16.353550	16.445762	16.540644	16.638086	16.737523	16.838378	16.940087	17.042097	17.143876
17.090117	17.190743	17.290484	17.389519	0.098520	0.196716	0.294788	0.392932	0.491350	0.590188	0.689544	0.789541	0.890319	0.992048	1.094915	1.199133	1.304806	1.411748	1.519777	1.628773	1.738684	1.849533	1.961427	2.074540	2.188929	2.304501	2.421069	2.538363	2.656049	2.773737	2.891004	3.007638	3.123658	3.239092	3.353977	3.468352	3.582266	3.695773	3.808898	3.921617	4.033957	4.146020	4.257983	4.370115	4.482772	4.596351	4.710982	4.826596	4.943033	5.060062	5.177385	5.294657	5.411501	5.527704	5.643194	5.757882	5.871651	5.984367	6.095877	6.206013	6.314718	6.422172	6.528568	6.634079	6.738859	6.843046	6.946756	7.050103	7.153244	7.256345	7.359570	7.463072	7.567002	7.671500	7.776710	7.882902	7.990446	8.099723	8.211116	8.325007	8.441787	8.561836	8.685206	8.811360	8.939791	9.070118	9.202115	9.335751	9.471219	9.608860	9.748641	9.890280	10.033393	10.177517	10.322128	10.466665	10.610584	10.753867	10.896825	11.039695	11.182639	11.325748	11.469048	11.612504	11.755816	11.898406	12.039943	12.180474	12.320540	12.461261	12.604408	12.752126	12.905438	13.064361	13.228321	13.396315	13.567029	13.738926	13.910329	14.079737	14.245832	14.407324	14.562960	14.711546	14.851976	14.983288	15.105551	15.220156	15.328457	15.431630	15.530649	15.626296	15.719178	15.809829	15.898943	15.987255	16.075482	16.164334	16.254514	16.346727	16.441608	16.539051	16.638487	16.739343	16.841051	16.943061	17.044840
16.991596	17.092223	17.191964	17.290999	17.389519	0.098196	0.196268	0.294412	0.392830	0.491668	0.591024	0.691020	0.791799	0.893527	0.996395	1.100613	1.206286	1.313227	1.421257	1.530253	1.640164	1.751013	1.862907	1.976019	2.090409	2.205981	2.322549	2.439843	2.557529	2.675217	2.792483	2.909118	3.025138	3.140572	3.255457	3.369832	3.483746	3.597253	3.710378	3.823097	3.935437	4.047499	4.159463	4.271595	4.384252	4.497831	4.612462	4.728076	4.844513	4.961542	5.078865	5.196137	5.312981	5.429184	5.544674	5.659362	5.773131	5.885847	5.997357	6.107493	6.216198	6.323652	6.430048	6.535559	6.640339	6.744525	6.848236	6.951583	7.054723	7.157825	7.261050	7.364552	7.468481	7.572979	7.678190	7.784381	7.891926	8.001203	8.112596	8.226487	8.343267	8.463316	8.586686	8.712840	8.841271	8.971598	9.103594	9.237231	9.372699	9.510340	9.650121	9.791760	9.934873	10.078997	10.223607	10.368144	10.512063	10.655347	10.798305	10.941175	11.084119	11.227228	11.370527	11.513984	11.657295	11.799886	11.941422	12.081954	12.222020	12.362741	12.505888	12.653606	12.806918	12.965841	13.129801	13.297795	13.468509	13.640406	13.811809	13.981217	14.147312	14.308804	14.464440	14.613026	14.753455	14.884768	15.007031	15.121636	15.229937	15.333110	15.432129	15.527776	15.620658	15.711309	15.800423	15.888735	15.976961	16.065814	16.155994	16.248207	16.343088	16.440530	16.539967	16.640822	16.742531	16.844541	16.946320
16.893400	16.994026	17.093767	17.192803	17.291323	17.389519	0.098071	0.196215	0.294634	0.393472	0.492827	0.592824	0.693603	0.795331	0.898199	1.002417	1.108090	1.215031	1.323060	1.432057	1.541968	1.652817	1.764710	1.877823	1.992212	2.107785	2.224353	2.341646	2.459332	2.577021	2.694287	2.810922	2.926942	3.042376	3.157261	3.271636	3.385550	3.499056	3.612182	3.724900	3.837241	3.949303	4.061267	4.173399	4.286055	4.399635	4.514266	4.629879	4.746317	4.863346	4.980668	5.097940	5.214784	5.330988	5.446478	5.561165	5.674934	5.787650	5.899160	6.009297	6.118002	6.225456	6.331852	6.437362	6.542142	6.646329	6.750040	6.853387	6.956527	7.059628	7.162853	7.266356	7.370285	7.474783	7.579994	7.686185	7.793730	7.903007	8.014399	8.128291	8.245071	8.365120	8.488490	8.614644	8.743075	8.873401	9.005398	9.139035	9.274503	9.412144	9.551924	9.693563	9.836677	9.980800	10.125411	10.269948	10.413867	10.557150	10.700108	10.842979	10.985923	11.129032	11.272331	11.415788	11.559099	11.701690	11.843226	11.983758	12.123824	12.264544	12.407691	12.555409	12.708722	12.867644	13.031604	13.199598	13.370312	13.542210	13.713613	13.883020	14.049116	14.210608	14.366244	14.514829	14.655259	14.786571	14.908834	15.023439	15.131741	15.234914	15.333933	15.429580	15.522462	15.613112	15.702227	15.790539	15.878765	15.967618	16.057798	16.150010	16.244892	16.342334	16.441771	16.542626	16.644335	16.746345	16.848123
16.795329	16.895955	16.995696	17.094732	17.193252	17.291448	17.389519	0.098144	0.196562	0.295400	0.394756	0.494753	0.595531	0.697260	0.800127	0.904346	1.010018	1.116960	1.224989	1.333986	1.443897	1.554745	1.666639	1.779752	1.894141	2.009714	2.126281	2.243575	2.361261	2.478949	2.596216	2.712850	2.828870	2.944304	3.059189	3.173564	3.287478	3.400985	3.514111	3.626829	3.739169	3.851232	3.963195	4.075327	4.187984	4.301563	4.416195	4.531808	4.648246	4.765274	4.882597	4.999869	5.116713	5.232916	5.348407	5.463094	5.576863	5.689579	5.801089	5.911226	6.019930	6.127384	6.233780	6.339291	6.444071	6.548258	6.651968	6.755315	6.858456	6.961557	7.064782	7.168284	7.272214	7.376712	7.481922	7.588114	7.695658	7.804936	7.916328	8.030219	8.146999	8.267049	8.390418	8.516573	8.645003	8.775330	8.907327	9.040963	9.176431	9.314072	9.453853	9.595492	9.738605	9.882729	10.027340	10.171877	10.315796	10.459079	10.602037	10.744907	10.887851	11.030960	11.174260	11.317716	11.461028	11.603618	11.745155	11.885686	12.025752	12.166473	12.309620	12.457338	12.610650	12.769573	12.933533	13.101527	13.272241	13.444138	13.615541	13.784949	13.951045	14.112536	14.268172	14.416758	14.557188	14.688500	14.810763	14.925368	15.033669	15.136842	15.235861	15.331508	15.424391	15.515041	15.604156	15.692467	15.780694	15.869546	15.959727	16.051939	16.146820	16.244263	16.343699	16.444555	16.546263	16.648273	16.750052
16.697185	16.797811	16.897552	16.996588	17.095108	17.193304	17.291376	17.389519	0.098419	0.197256	0.296612	0.396609	0.497387	0.599116	0.701984	0.806202	0.911874	1.018816	1.126845	1.235842	1.345753	1.456601	1.568495	1.681608	1.795997	1.911570	2.028138	2.145431	2.263117	2.380806	2.498072	2.614707	2.730726	2.846160	2.961045	3.075420	3.189334	3.302841	3.415967	3.528685	3.641025	3.753088	3.865051	3.977183	4.089840	4.203420	4.318051	4.433664	4.550102	4.667130	4.784453	4.901725	5.018569	5.134772	5.250263	5.364950	5.478719	5.591435	5.702945	5.813082	5.921786	6.029240	6.135637	6.241147	6.345927	6.450114	6.553824	6.657171	6.760312	6.863413	6.966638	7.070140	7.174070	7.278568	7.383778	7.489970	7.597515	7.706792	7.818184	7.932076	8.048855	8.168905	8.292274	8.418429	8.546859	8.677186	8.809183	8.942820	9.078288	9.215928	9.355709	9.497348	9.640462	9.784585	9.929196	10.073733	10.217652	10.360935	10.503893	10.646763	10.789707	10.932816	11.076116	11.219573	11.362884	11.505474	11.647011	11.787543	11.927609	12.068329	12.211476	12.359194	12.512506	12.671429	12.835389	13.003383	13.174097	13.345994	13.517398	13.686805	13.852901	14.014392	14.170028	14.318614	14.459044	14.590356	14.712619	14.827224	14.935525	15.038698	15.137718	15.233364	15.326247	15.416897	15.506012	15.594323	15.682550	15.771403	15.861583	15.953795	16.048676	16.146119	16.245556	16.346411	16.448120	16.550130	16.651908
16.598766	16.699393	16.799133	16.898169	16.996689	17.094886	17.192957	17.291101	17.389519	0.098838	0.198194	0.298190	0.398969	0.500697	0.603565	0.707783	0.813456	0.920397	1.028427	1.137423	1.247334	1.358183	1.470077	1.583189	1.697578	1.813151	1.929719	2.047013	2.164699	2.282387	2.399653	2.516288	2.632308	2.747742	2.862627	2.977002	3.090916	3.204422	3.317548	3.430266	3.542607	3.654669	3.766633	3.878765	3.991421	4.105001	4.219632	4.335246	4.451683	4.568712	4.686035	4.803307	4.920151	5.036354	5.151844	5.266532	5.380301	5.493017	5.604527	5.714663	5.823368	5.930822	6.037218	6.142728	6.247509	6.351695	6.455406	6.558753	6.661893	6.764994	6.868219	6.971722	7.075651	7.180149	7.285360	7.391551	7.499096	7.608373	7.719765	7.833657	7.950437	8.070486	8.193856	8.320010	8.448441	8.578767	8.710764	8.844401	8.979869	9.117510	9.257290	9.398930	9.542043	9.686167	9.830777	9.975314	10.119233	10.262517	10.405474	10.548345	10.691289	10.834398	10.977697	11.121154	11.264465	11.407056	11.548592	11.689124	11.829190	11.969910	12.113057	12.260776	12.414088	12.573011	12.736970	12.904965	13.075678	13.247576	13.418979	13.588387	13.754482	13.915974	14.071610	14.220196	14.360625	14.491937	14.614201	14.728806	14.837107	14.940280	15.039299	15.134946	15.227828	15.318479	15.407593	15.495905	15.584131	15.672984	15.763164	15.855376	15.950258	16.047700	16.147137	16.247992	16.349701	16.451711	16.553490
16.499928	16.600555	16.700296	16.799331	16.897852	16.996048	17.094119	17.192263	17.290682	17.389519	0.099356	0.199353	0.300131	0.401860	0.504727	0.608945	0.714618	0.821560	0.929589	1.038585	1.148496	1.259345	1.371239	1.484351	1.598741	1.714313	1.830881	1.948175	2.065861	2.183549	2.300815	2.417450	2.533470	2.648904	2.763789	2.878164	2.992078	3.105585	3.218710	3.331429	3.443769	3.555832	3.667795	3.779927	3.892584	4.006163	4.120794	4.236408	4.352845	4.469874	4.587197	4.704469	4.821313	4.937516	5.053006	5.167694	5.281463	5.394179	5.505689	5.615825	5.724530	5.831984	5.938380	6.043891	6.148671	6.252857	6.356568	6.459915	6.563056	6.666157	6.769382	6.872884	6.976813	7.081311	7.186522	7.292714	7.400258	7.509535	7.620928	7.734819	7.851599	7.971648	8.095018	8.221172	8.349603	8.479930	8.611926	8.745563	8.881031	9.018672	9.158453	9.300092	9.443205	9.587329	9.731939	9.876477	10.020395	10.163679	10.306637	10.449507	10.592451	10.735560	10.878859	11.022316	11.165628	11.308218	11.449754	11.590286	11.730352	11.871073	12.014220	12.161938	12.315250	12.474173	12.638133	12.806127	12.976841	13.148738	13.320141	13.489549	13.655644	13.817136	13.972772	14.121358	14.261788	14.393100	14.515363	14.629968	14.738269	14.841442	14.940461	15.036108	15.128990	15.219641	15.308755	15.397067	15.485294	15.574146	15.664326	15.756539	15.851420	15.948862	16.048299	16.149155	16.250863	16.352873	16.454652
