12.786801	0.079923	0.160065	0.240323	0.320581	0.400711	0.480575	0.560027	0.638910	0.717037	0.794189	0.870142	0.944671	1.017549	1.088551	1.157456	1.224051	1.288168	1.349784	1.408917	1.465588	1.519823	1.571653	1.621113	1.668249	1.713115	1.755842	1.796629	1.835652	1.873064	1.908998	1.943573	1.976896	2.009079	2.040237	2.070495	2.099997	2.128925	2.157508	2.186024	2.214804	2.244228	2.274712	2.306509	2.339607	2.373986	2.409643	2.446594	2.484882	2.524578	2.565784	2.608633	2.653307	2.700042	2.749126	2.800900	2.855743	2.914069	2.976317	3.042945	3.114296	3.190466	3.271492	3.357385	3.448137	3.543725	3.644119	3.749281	3.859133	3.973252	4.091018	4.211802	4.334970	4.459888	4.585924	4.712455	4.838865	4.964611	5.089305	5.212599	5.334179	5.453761	5.571110	5.686039	5.798426	5.908245	6.015757	6.121362	6.225430	6.328292	6.430234	6.531504	6.632304	6.732793	6.833103	6.933348	7.033596	7.133865	7.234128	7.334321	7.434343	7.534068	7.633343	7.732005	7.829882	7.926803	8.022590	8.117065	8.210045	8.301345	8.390779	8.478165	8.563355	8.646218	8.726633	8.804494	8.879714	8.952230	9.022006	9.089045	9.153383	9.215092	9.274308	9.331238	9.386177	9.439517	9.491760	9.543508	9.595441	9.648164	9.702158	9.757798	9.815355	9.875015	9.936883	10.001003	10.067368	10.135910	10.206502	10.278988	10.353187	10.428898	10.505907	10.583987	10.662901	10.742417	10.822389	10.902703	10.983242	11.063891	11.144530	11.225043	11.305310	11.385216	11.464702	11.543802	11.622566	11.701043	11.779286	11.857349	11.935290	12.013170	12.091047	12.168963	12.246954	12.325056	12.403309	12.481757	12.560443	12.639417	12.718728	12.786801
12.706877	12.786801	0.080142	0.160399	0.240657	0.320788	0.400652	0.480104	0.558987	0.637114	0.714265	0.790219	0.864748	0.937625	1.008627	1.077533	1.144128	1.208245	1.269861	1.328994	1.385665	1.439900	1.491729	1.541190	1.588326	1.633191	1.675919	1.716705	1.755728	1.793141	1.829075	1.863649	1.896973	1.929155	1.960314	1.990572	2.020074	2.049002	2.077585	2.106100	2.134880	2.164305	2.194789	2.226585	2.259684	2.294063	2.329720	2.366670	2.404958	2.444654	2.485860	2.528710	2.573384	2.620118	2.669203	2.720977	2.775819	2.834145	2.896394	2.963022	3.034372	3.110542	3.191569	3.277462	3.368214	3.463802	3.564196	3.669358	3.779210	3.893329	4.011095	4.131879	4.255047	4.379965	4.506001	4.632532	4.758942	4.884688	5.009381	5.132676	5.254255	5.373838	5.491187	5.606116	5.718503	5.828322	5.935833	6.041439	6.145507	6.248368	6.350311	6.451581	6.552381	6.652870	6.753180	6.853424	6.953673	7.053942	7.154205	7.254397	7.354420	7.454145	7.553420	7.652081	7.749959	7.846879	7.942667	8.037142	8.130122	8.221422	8.310856	8.398241	8.483432	8.566295	8.646710	8.724571	8.799791	8.872306	8.942082	9.009122	9.073459	9.135169	9.194385	9.251315	9.306253	9.359594	9.411837	9.463584	9.515518	9.568241	9.622235	9.677875	9.735432	9.795091	9.856959	9.921080	9.987445	10.055987	10.126579	10.199065	10.273264	10.348975	10.425984	10.504064	10.582977	10.662493	10.742465	10.822779	10.903319	10.983968	11.064607	11.145120	11.225387	11.305293	11.384778	11.463879	11.542643	11.621120	11.699362	11.777426	11.855367	11.933247	12.011124	12.089040	12.167031	12.245133	12.323386	12.401833	12.480520	12.559494	12.638805	12.706877
12.626736	12.706659	12.786801	0.080258	0.160516	0.240646	0.320510	0.399962	0.478845	0.556972	0.634124	0.710077	0.784606	0.857484	0.928486	0.997391	1.063986	1.128103	1.189719	1.248852	1.305523	1.359758	1.411588	1.461048	1.508184	1.553050	1.595777	1.636564	1.675587	1.712999	1.748933	1.783508	1.816831	1.849014	1.880173	1.910430	1.939932	1.968860	1.997443	2.025959	2.054739	2.084163	2.114647	2.146444	2.179542	2.213921	2.249578	2.286529	2.324817	2.364513	2.405719	2.448569	2.493242	2.539977	2.589061	2.640835	2.695678	2.754004	2.816252	2.882880	2.954231	3.030401	3.111427	3.197320	3.288072	3.383660	3.484054	3.589216	3.699068	3.813187	3.930954	4.051737	4.174905	4.299823	4.425860	4.552390	4.678800	4.804546	4.929240	5.052534	5.174114	5.293696	5.411045	5.525974	5.638361	5.748180	5.855692	5.961297	6.065365	6.168227	6.270169	6.371439	6.472239	6.572729	6.673038	6.773283	6.873531	6.973800	7.074063	7.174256	7.274278	7.374003	7.473279	7.571940	7.669817	7.766738	7.862525	7.957000	8.049980	8.141280	8.230714	8.318100	8.403290	8.486153	8.566568	8.644429	8.719649	8.792165	8.861941	8.928980	8.993318	9.055027	9.114243	9.171173	9.226112	9.279453	9.331695	9.383443	9.435376	9.488099	9.542093	9.597733	9.655291	9.714950	9.776818	9.840938	9.907303	9.975845	10.046438	10.118924	10.193122	10.268833	10.345843	10.423922	10.502836	10.582352	10.662324	10.742638	10.823177	10.903826	10.984466	11.064978	11.145245	11.225151	11.304637	11.383737	11.462501	11.540978	11.619221	11.697284	11.775226	11.853105	11.930982	12.008899	12.086889	12.164991	12.243245	12.321692	12.400378	12.479352	12.558663	12.626736
12.546478	12.626401	12.706543	12.786801	0.080258	0.160388	0.240253	0.319704	0.398587	0.476714	0.553866	0.629819	0.704348	0.777226	0.848228	0.917133	0.983729	1.047845	1.109461	1.168594	1.225265	1.279500	1.331330	1.380791	1.427926	1.472792	1.515519	1.556306	1.595329	1.632741	1.668676	1.703250	1.736573	1.768756	1.799915	1.830172	1.859674	1.888602	1.917185	1.945701	1.974481	2.003905	2.034390	2.066186	2.099284	2.133664	2.169320	2.206271	2.244559	2.284255	2.325461	2.368311	2.412985	2.459719	2.508804	2.560577	2.615420	2.673746	2.735994	2.802622	2.873973	2.950143	3.031169	3.117062	3.207814	3.303403	3.403797	3.508958	3.618810	3.732929	3.850696	3.971480	4.094647	4.219565	4.345602	4.472132	4.598542	4.724289	4.848982	4.972277	5.093856	5.213439	5.330787	5.445716	5.558103	5.667922	5.775434	5.881039	5.985108	6.087969	6.189912	6.291182	6.391981	6.492471	6.592780	6.693025	6.793273	6.893542	6.993806	7.093998	7.194020	7.293745	7.393021	7.491682	7.589559	7.686480	7.782267	7.876742	7.969722	8.061023	8.150456	8.237842	8.323032	8.405895	8.486310	8.564171	8.639392	8.711907	8.781683	8.848722	8.913060	8.974769	9.033985	9.090915	9.145854	9.199195	9.251437	9.303185	9.355118	9.407841	9.461835	9.517475	9.575033	9.634692	9.696560	9.760681	9.827046	9.895587	9.966180	10.038666	10.112864	10.188576	10.265585	10.343665	10.422578	10.502094	10.582066	10.662380	10.742920	10.823568	10.904208	10.984720	11.064988	11.144894	11.224379	11.303480	11.382243	11.460720	11.538963	11.617026	11.694968	11.772847	11.850724	11.928641	12.006631	12.084733	12.162987	12.241434	12.320121	12.399094	12.478406	12.546478
12.466220	12.546143	12.626285	12.706543	12.786801	0.080130	0.159995	0.239446	0.318329	0.396456	0.473608	0.549562	0.624090	0.696968	0.767970	0.836875	0.903471	0.967587	1.029203	1.088336	1.145007	1.199242	1.251072	1.300533	1.347668	1.392534	1.435261	1.476048	1.515071	1.552483	1.588418	1.622992	1.656315	1.688498	1.719657	1.749914	1.779416	1.808345	1.836927	1.865443	1.894223	1.923647	1.954132	1.985928	2.019026	2.053406	2.089062	2.126013	2.164301	2.203997	2.245203	2.288053	2.332727	2.379461	2.428546	2.480319	2.535162	2.593488	2.655736	2.722364	2.793715	2.869885	2.950911	3.036804	3.127556	3.223145	3.323539	3.428700	3.538552	3.652671	3.770438	3.891222	4.014389	4.139307	4.265344	4.391875	4.518284	4.644031	4.768724	4.892019	5.013598	5.133181	5.250529	5.365458	5.477846	5.587664	5.695176	5.800781	5.904850	6.007711	6.109654	6.210924	6.311723	6.412213	6.512522	6.612767	6.713015	6.813284	6.913548	7.013740	7.113762	7.213487	7.312763	7.411424	7.509301	7.606222	7.702009	7.796484	7.889464	7.980765	8.070198	8.157584	8.242774	8.325637	8.406052	8.483914	8.559134	8.631649	8.701425	8.768464	8.832802	8.894512	8.953727	9.010657	9.065596	9.118937	9.171179	9.222927	9.274860	9.327583	9.381578	9.437217	9.494775	9.554434	9.616302	9.680423	9.746788	9.815329	9.885922	9.958408	10.032606	10.108318	10.185327	10.263407	10.342320	10.421836	10.501808	10.582122	10.662662	10.743310	10.823950	10.904462	10.984730	11.064636	11.144121	11.223222	11.301985	11.380462	11.458705	11.536768	11.614710	11.692589	11.770466	11.848383	11.926373	12.004475	12.082729	12.161176	12.239863	12.318836	12.398148	12.466220
12.386090	12.466013	12.546155	12.626412	12.706670	12.786801	0.079864	0.159316	0.238199	0.316326	0.393478	0.469431	0.543960	0.616838	0.687840	0.756745	0.823340	0.887457	0.949073	1.008206	1.064877	1.119112	1.170942	1.220402	1.267538	1.312404	1.355131	1.395918	1.434941	1.472353	1.508287	1.542862	1.576185	1.608368	1.639527	1.669784	1.699286	1.728214	1.756797	1.785313	1.814093	1.843517	1.874002	1.905798	1.938896	1.973275	2.008932	2.045883	2.084171	2.123867	2.165073	2.207923	2.252596	2.299331	2.348415	2.400189	2.455032	2.513358	2.575606	2.642234	2.713585	2.789755	2.870781	2.956674	3.047426	3.143015	3.243408	3.348570	3.458422	3.572541	3.690308	3.811092	3.934259	4.059177	4.185214	4.311744	4.438154	4.563900	4.688594	4.811889	4.933468	5.053050	5.170399	5.285328	5.397715	5.507534	5.615046	5.720651	5.824719	5.927581	6.029524	6.130794	6.231593	6.332083	6.432392	6.532637	6.632885	6.733154	6.833417	6.933610	7.033632	7.133357	7.232633	7.331294	7.429171	7.526092	7.621879	7.716354	7.809334	7.900634	7.990068	8.077454	8.162644	8.245507	8.325922	8.403783	8.479003	8.551519	8.621295	8.688334	8.752672	8.814381	8.873597	8.930527	8.985466	9.038807	9.091049	9.142797	9.194730	9.247453	9.301447	9.357087	9.414645	9.474304	9.536172	9.600292	9.666657	9.735199	9.805792	9.878278	9.952476	10.028187	10.105197	10.183276	10.262190	10.341706	10.421678	10.501992	10.582532	10.663180	10.743820	10.824332	10.904599	10.984505	11.063991	11.143092	11.221855	11.300332	11.378575	11.456638	11.534580	11.612459	11.690336	11.768253	11.846243	11.924345	12.002599	12.081046	12.159732	12.238706	12.318017	12.386090
12.306225	12.386149	12.466290	12.546548	12.626806	12.706936	12.786801	0.079452	0.158335	0.236462	0.313613	0.389567	0.464096	0.536974	0.607975	0.676881	0.743476	0.807593	0.869209	0.928342	0.985013	1.039248	1.091077	1.140538	1.187674	1.232539	1.275267	1.316053	1.355076	1.392489	1.428423	1.462997	1.496321	1.528503	1.559662	1.589920	1.619422	1.648350	1.676933	1.705448	1.734228	1.763653	1.794137	1.825934	1.859032	1.893411	1.929068	1.966018	2.004306	2.044002	2.085208	2.128058	2.172732	2.219466	2.268551	2.320325	2.375168	2.433493	2.495742	2.562370	2.633720	2.709890	2.790917	2.876810	2.967562	3.063150	3.163544	3.268706	3.378558	3.492677	3.610443	3.731227	3.854395	3.979313	4.105349	4.231880	4.358290	4.484036	4.608730	4.732024	4.853603	4.973186	5.090535	5.205464	5.317851	5.427670	5.535181	5.640787	5.744855	5.847716	5.949659	6.050929	6.151729	6.252218	6.352528	6.452773	6.553021	6.653290	6.753553	6.853745	6.953768	7.053493	7.152768	7.251429	7.349307	7.446227	7.542015	7.636490	7.729470	7.820770	7.910204	7.997589	8.082780	8.165643	8.246058	8.323919	8.399139	8.471654	8.541430	8.608470	8.672807	8.734517	8.793733	8.850663	8.905601	8.958942	9.011185	9.062933	9.114866	9.167589	9.221583	9.277223	9.334780	9.394439	9.456307	9.520428	9.586793	9.655335	9.725927	9.798413	9.872612	9.948323	10.025332	10.103412	10.182325	10.261841	10.341813	10.422127	10.502667	10.583316	10.663955	10.744468	10.824735	10.904641	10.984126	11.063227	11.141991	11.220468	11.298710	11.376774	11.454715	11.532595	11.610472	11.688388	11.766379	11.844481	11.922734	12.001182	12.079868	12.158842	12.238153	12.306225
12.226774	12.306697	12.386839	12.467096	12.547354	12.627485	12.707349	12.786801	0.078883	0.157010	0.234162	0.310115	0.384644	0.457522	0.528524	0.597429	0.664024	0.728141	0.789757	0.848890	0.905561	0.959796	1.011626	1.061086	1.108222	1.153088	1.195815	1.236602	1.275625	1.313037	1.348971	1.383546	1.416869	1.449052	1.480211	1.510468	1.539970	1.568898	1.597481	1.625997	1.654777	1.684201	1.714686	1.746482	1.779580	1.813960	1.849616	1.886567	1.924855	1.964551	2.005757	2.048607	2.093281	2.140015	2.189099	2.240873	2.295716	2.354042	2.416290	2.482918	2.554269	2.630439	2.711465	2.797358	2.888110	2.983699	3.084092	3.189254	3.299106	3.413225	3.530992	3.651776	3.774943	3.899861	4.025898	4.152428	4.278838	4.404585	4.529278	4.652573	4.774152	4.893735	5.011083	5.126012	5.238399	5.348218	5.455730	5.561335	5.665403	5.768265	5.870208	5.971478	6.072277	6.172767	6.273076	6.373321	6.473569	6.573838	6.674101	6.774294	6.874316	6.974041	7.073317	7.171978	7.269855	7.366776	7.462563	7.557038	7.650018	7.741318	7.830752	7.918138	8.003328	8.086191	8.166606	8.244467	8.319688	8.392203	8.461979	8.529018	8.593356	8.655065	8.714281	8.771211	8.826150	8.879491	8.931733	8.983481	9.035414	9.088137	9.142131	9.197771	9.255329	9.314988	9.376856	9.440976	9.507341	9.575883	9.646476	9.718962	9.793160	9.868872	9.945881	10.023960	10.102874	10.182390	10.262362	10.342676	10.423216	10.503864	10.584504	10.665016	10.745283	10.825189	10.904675	10.983776	11.062539	11.141016	11.219259	11.297322	11.375264	11.453143	11.531020	11.608937	11.686927	11.765029	11.843283	11.921730	12.000416	12.079390	12.158701	12.226774
12.147890	12.227814	12.307955	12.388213	12.468471	12.548601	12.628466	12.707917	12.786801	0.078127	0.155279	0.231232	0.305761	0.378639	0.449640	0.518546	0.585141	0.649258	0.710874	0.770007	0.826678	0.880913	0.932742	0.982203	1.029339	1.074204	1.116932	1.157718	1.196741	1.234154	1.270088	1.304662	1.337986	1.370169	1.401327	1.431585	1.461087	1.490015	1.518598	1.547114	1.575894	1.605318	1.635802	1.667599	1.700697	1.735076	1.770733	1.807684	1.845972	1.885668	1.926873	1.969723	2.014397	2.061131	2.110216	2.161990	2.216833	2.275158	2.337407	2.404035	2.475386	2.551556	2.632582	2.718475	2.809227	2.904815	3.005209	3.110371	3.220223	3.334342	3.452108	3.572892	3.696060	3.820978	3.947014	4.073545	4.199955	4.325701	4.450395	4.573689	4.695268	4.814851	4.932200	5.047129	5.159516	5.269335	5.376846	5.482452	5.586520	5.689382	5.791324	5.892594	5.993394	6.093883	6.194193	6.294438	6.394686	6.494955	6.595218	6.695411	6.795433	6.895158	6.994433	7.093094	7.190972	7.287893	7.383680	7.478155	7.571135	7.662435	7.751869	7.839255	7.924445	8.007308	8.087723	8.165584	8.240804	8.313320	8.383096	8.450135	8.514472	8.576182	8.635398	8.692328	8.747267	8.800607	8.852850	8.904598	8.956531	9.009254	9.063248	9.118888	9.176445	9.236105	9.297973	9.362093	9.428458	9.497000	9.567592	9.640078	9.714277	9.789988	9.866997	9.945077	10.023991	10.103507	10.183479	10.263792	10.344332	10.424981	10.505620	10.586133	10.666400	10.746306	10.825792	10.904892	10.983656	11.062133	11.140375	11.218439	11.296380	11.374260	11.452137	11.530053	11.608044	11.686146	11.764399	11.842847	11.921533	12.000507	12.079818	12.147890
12.069764	12.149687	12.229829	12.310086	12.390344	12.470475	12.550339	12.629791	12.708674	12.786801	0.077152	0.153105	0.227634	0.300512	0.371514	0.440419	0.507014	0.571131	0.632747	0.691880	0.748551	0.802786	0.854616	0.904076	0.951212	0.996078	1.038805	1.079592	1.118615	1.156027	1.191961	1.226536	1.259859	1.292042	1.323201	1.353458	1.382960	1.411888	1.440471	1.468987	1.497767	1.527191	1.557676	1.589472	1.622570	1.656950	1.692606	1.729557	1.767845	1.807541	1.848747	1.891597	1.936271	1.983005	2.032089	2.083863	2.138706	2.197032	2.259280	2.325908	2.397259	2.473429	2.554455	2.640348	2.731100	2.826689	2.927082	3.032244	3.142096	3.256215	3.373982	3.494766	3.617933	3.742851	3.868888	3.995418	4.121828	4.247575	4.372268	4.495563	4.617142	4.736725	4.854073	4.969002	5.081389	5.191208	5.298720	5.404325	5.508393	5.611255	5.713198	5.814468	5.915267	6.015757	6.116066	6.216311	6.316559	6.416828	6.517091	6.617284	6.717306	6.817031	6.916307	7.014968	7.112845	7.209766	7.305553	7.400028	7.493008	7.584309	7.673742	7.761128	7.846318	7.929181	8.009596	8.087457	8.162678	8.235193	8.304969	8.372008	8.436346	8.498055	8.557271	8.614201	8.669140	8.722481	8.774723	8.826471	8.878404	8.931127	8.985121	9.040761	9.098319	9.157978	9.219846	9.283967	9.350331	9.418873	9.489466	9.561952	9.636150	9.711862	9.788871	9.866950	9.945864	10.025380	10.105352	10.185666	10.266206	10.346854	10.427494	10.508006	10.588273	10.668179	10.747665	10.826766	10.905529	10.984006	11.062249	11.140312	11.218254	11.296133	11.374010	11.451927	11.529917	11.608019	11.686273	11.764720	11.843406	11.922380	12.001691	12.069764
